DrugBankID,DrugName,Type,Groups,GeneSymbol,Action
DB00456,Cefalotin,small molecule,approved|investigational|vet_approved,penA,inhibitor
DB00456,Cefalotin,small molecule,approved|investigational|vet_approved,pbpA,inhibitor
DB00456,Cefalotin,small molecule,approved|investigational|vet_approved,ampC,potentiator
DB00457,Prazosin,small molecule,approved,ADRA1A,antagonist
DB00457,Prazosin,small molecule,approved,ADRA1B,antagonist
DB00457,Prazosin,small molecule,approved,ADRA1D,antagonist
DB00457,Prazosin,small molecule,approved,KCNH2,inhibitor
DB00457,Prazosin,small molecule,approved,ADRA2A,binder
DB00457,Prazosin,small molecule,approved,ADRA2B,binder
DB00457,Prazosin,small molecule,approved,ADRA1A,
DB00458,Imipramine,small molecule,approved,SLC6A2,inhibitor
DB00458,Imipramine,small molecule,approved,SLC6A4,inhibitor
DB00458,Imipramine,small molecule,approved,HTR2A,antagonist
DB00458,Imipramine,small molecule,approved,HRH1,antagonist
DB00458,Imipramine,small molecule,approved,ADRA1A,antagonist
DB00458,Imipramine,small molecule,approved,ADRA1D,antagonist
DB00458,Imipramine,small molecule,approved,CHRM1,antagonist
DB00458,Imipramine,small molecule,approved,CHRM2,antagonist
DB00458,Imipramine,small molecule,approved,CHRM3,antagonist
DB00458,Imipramine,small molecule,approved,CHRM4,antagonist
DB00458,Imipramine,small molecule,approved,CHRM5,antagonist
DB00458,Imipramine,small molecule,approved,KCND2,inhibitor
DB00458,Imipramine,small molecule,approved,KCND3,inhibitor
DB00458,Imipramine,small molecule,approved,HTR2C,antagonist
DB00458,Imipramine,small molecule,approved,HTR2C,binder
DB00458,Imipramine,small molecule,approved,ADRA1B,antagonist
DB00458,Imipramine,small molecule,approved,HTR7,antagonist
DB00458,Imipramine,small molecule,approved,DRD1,binder
DB00458,Imipramine,small molecule,approved,DRD2,binder
DB00458,Imipramine,small molecule,approved,KCNH2,inhibitor
DB00458,Imipramine,small molecule,approved,SLC6A3,inhibitor
DB00458,Imipramine,small molecule,approved,HTR1A,activator
DB00458,Imipramine,small molecule,approved,HTR6,binder
DB00458,Imipramine,small molecule,approved,KCNH1,
DB00458,Imipramine,small molecule,approved,ORM2,
DB00459,Acitretin,small molecule,approved,RXRA,agonist
DB00459,Acitretin,small molecule,approved,RARA,agonist
DB00459,Acitretin,small molecule,approved,RARB,agonist
DB00459,Acitretin,small molecule,approved,RARG,agonist
DB00459,Acitretin,small molecule,approved,RXRB,agonist
DB00459,Acitretin,small molecule,approved,RXRG,agonist
DB00459,Acitretin,small molecule,approved,RBP1,agonist
DB00461,Nabumetone,small molecule,approved,PTGS2,inhibitor
DB00461,Nabumetone,small molecule,approved,PTGS1,inhibitor
DB00462,Methscopolamine bromide,small molecule,approved,CHRM2,antagonist
DB00462,Methscopolamine bromide,small molecule,approved,CHRM1,antagonist
DB00462,Methscopolamine bromide,small molecule,approved,CHRM3,antagonist
DB00463,Metharbital,small molecule,withdrawn,GABRA2,potentiator
DB00463,Metharbital,small molecule,withdrawn,GABRA3,potentiator
DB00463,Metharbital,small molecule,withdrawn,GABRA4,potentiator
DB00463,Metharbital,small molecule,withdrawn,GABRA5,potentiator
DB00463,Metharbital,small molecule,withdrawn,GABRA6,potentiator
DB00463,Metharbital,small molecule,withdrawn,GABRA1,positive allosteric modulator
DB00463,Metharbital,small molecule,withdrawn,GABRA1,potentiator
DB00463,Metharbital,small molecule,withdrawn,CHRNA4,antagonist
DB00463,Metharbital,small molecule,withdrawn,CHRNA7,antagonist
DB00463,Metharbital,small molecule,withdrawn,GRIA2,antagonist
DB00463,Metharbital,small molecule,withdrawn,GRIK2,antagonist
DB00464,Sodium tetradecyl sulfate,small molecule,approved|investigational,PROS1,inhibitor
DB00464,Sodium tetradecyl sulfate,small molecule,approved|investigational,PROC,inhibitor
DB00465,Ketorolac,small molecule,approved,PTGS2,inhibitor
DB00465,Ketorolac,small molecule,approved,PTGS1,inhibitor
DB00466,Picrotoxin,small molecule,experimental,GABRR1,antagonist
DB00466,Picrotoxin,small molecule,experimental,GABRA1,antagonist
DB00466,Picrotoxin,small molecule,experimental,GLRA2,antagonist
DB00466,Picrotoxin,small molecule,experimental,GLRA3,antagonist
DB00466,Picrotoxin,small molecule,experimental,GLRA1,antagonist
DB00467,Enoxacin,small molecule,approved|investigational,gyrA,inhibitor
DB00467,Enoxacin,small molecule,approved|investigational,parC,inhibitor
DB00467,Enoxacin,small molecule,approved|investigational,TOP2A,inhibitor
DB00468,Quinine,small molecule,approved,GP9,other
DB00468,Quinine,small molecule,approved,KCNN4,inhibitor
DB00469,Tenoxicam,small molecule,approved,PTGS2,inhibitor
DB00469,Tenoxicam,small molecule,approved,PTGS1,inhibitor
DB00470,Dronabinol,small molecule,approved|illicit,CNR1,agonist
DB00470,Dronabinol,small molecule,approved|illicit,CNR2,agonist
DB00471,Montelukast,small molecule,approved,CYSLTR1,antagonist
DB00471,Montelukast,small molecule,approved,ALOX5,other/unknown
DB00472,Fluoxetine,small molecule,approved|vet_approved,SLC6A4,inhibitor
DB00472,Fluoxetine,small molecule,approved|vet_approved,HTR2C,antagonist
DB00472,Fluoxetine,small molecule,approved|vet_approved,CHRNA2,antagonist
DB00472,Fluoxetine,small molecule,approved|vet_approved,CHRNA3,antagonist
DB00472,Fluoxetine,small molecule,approved|vet_approved,CHRNB4,antagonist
DB00472,Fluoxetine,small molecule,approved|vet_approved,CKS1B,
DB00472,Fluoxetine,small molecule,approved|vet_approved,KCNH2,inhibitor
DB00473,Hexylcaine,small molecule,approved|withdrawn,SCN5A,inhibitor
DB00473,Hexylcaine,small molecule,approved|withdrawn,SCN10A,inhibitor
DB00474,Methohexital,small molecule,approved,GABRA1,antagonist
DB00475,Chlordiazepoxide,small molecule,approved|illicit|investigational,GABRA1,positive allosteric modulator
DB00475,Chlordiazepoxide,small molecule,approved|illicit|investigational,GABRA1,ligand
DB00476,Duloxetine,small molecule,approved,SLC6A4,inhibitor
DB00476,Duloxetine,small molecule,approved,SLC6A2,inhibitor
DB00476,Duloxetine,small molecule,approved,SLC6A3,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,DRD2,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,DRD1,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HTR1A,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HTR2A,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,ADRA1A,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,ADRA1B,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HRH1,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,KCNH2,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,DRD1,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,DRD3,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,DRD4,binder
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,DRD5,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HTR2C,binder
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HTR2A,binder
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,ADRA1A,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,ADRA2A,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,CHRM1,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,CHRM3,antagonist
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,SMPD1,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,CALM1,inhibitor
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,ORM1,binder
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HTR6,binder
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HTR7,binder
DB00477,Chlorpromazine,small molecule,approved|investigational|vet_approved,HRH4,binder
DB00478,Rimantadine,small molecule,approved|investigational,M,other/unknown
DB00479,Amikacin,small molecule,approved|investigational|vet_approved,rpsL,inhibitor
DB00480,Lenalidomide,small molecule,approved,CRBN,inhibitor
DB00480,Lenalidomide,small molecule,approved,TNFSF11,inhibitor
DB00480,Lenalidomide,small molecule,approved,CDH5,antagonist
DB00480,Lenalidomide,small molecule,approved,PTGS2,negative modulator
DB00481,Raloxifene,small molecule,approved|investigational,ESR1,agonist
DB00481,Raloxifene,small molecule,approved|investigational,ESR2,agonist
DB00481,Raloxifene,small molecule,approved|investigational,SERPINB9,
DB00481,Raloxifene,small molecule,approved|investigational,TFF1,
DB00482,Celecoxib,small molecule,approved|investigational,PTGS2,inhibitor
DB00482,Celecoxib,small molecule,approved|investigational,CA2,inhibitor
DB00482,Celecoxib,small molecule,approved|investigational,CA3,inhibitor
DB00482,Celecoxib,small molecule,approved|investigational,CDH11,inhibitor
DB00482,Celecoxib,small molecule,approved|investigational,PDPK1,inhibitor
DB00482,Celecoxib,small molecule,approved|investigational,NEU1,inhibitor
DB00483,Gallamine triethiodide,small molecule,approved,CHRM2,antagonist
DB00483,Gallamine triethiodide,small molecule,approved,ACHE,inhibitor
DB00483,Gallamine triethiodide,small molecule,approved,CHRNA2,antagonist
DB00483,Gallamine triethiodide,small molecule,approved,CHRM1,
DB00483,Gallamine triethiodide,small molecule,approved,CHRM5,
DB00484,Brimonidine,small molecule,approved,ADRA2A,agonist
DB00484,Brimonidine,small molecule,approved,ADRA2B,agonist
DB00484,Brimonidine,small molecule,approved,ADRA2C,agonist
DB00485,Dicloxacillin,small molecule,approved|investigational|vet_approved,pbpC,inhibitor
DB00485,Dicloxacillin,small molecule,approved|investigational|vet_approved,pbp1b,inhibitor
DB00485,Dicloxacillin,small molecule,approved|investigational|vet_approved,pbp2a,inhibitor
DB00485,Dicloxacillin,small molecule,approved|investigational|vet_approved,pbp3,inhibitor
DB00485,Dicloxacillin,small molecule,approved|investigational|vet_approved,pbpA,inhibitor
DB00485,Dicloxacillin,small molecule,approved|investigational|vet_approved,penA,inhibitor
DB00486,Nabilone,small molecule,approved|investigational,CNR2,partial agonist
DB00486,Nabilone,small molecule,approved|investigational,CNR1,partial agonist
DB00487,Pefloxacin,small molecule,approved,parC,inhibitor
DB00487,Pefloxacin,small molecule,approved,gyrA,inhibitor
DB00487,Pefloxacin,small molecule,approved,TOP2A,inhibitor
DB00487,Pefloxacin,small molecule,approved,topA,inhibitor
DB00489,Sotalol,small molecule,approved,ADRB1,antagonist
DB00489,Sotalol,small molecule,approved,ADRB2,antagonist
DB00489,Sotalol,small molecule,approved,KCNH2,inhibitor
DB00490,Buspirone,small molecule,approved|investigational,HTR1A,partial agonist
DB00490,Buspirone,small molecule,approved|investigational,DRD2,antagonist
DB00490,Buspirone,small molecule,approved|investigational,DRD3,antagonist
DB00490,Buspirone,small molecule,approved|investigational,DRD4,antagonist
DB00490,Buspirone,small molecule,approved|investigational,ADRA1A,partial agonist
DB00491,Miglitol,small molecule,approved,GAA,antagonist
DB00491,Miglitol,small molecule,approved,GANAB,antagonist
DB00491,Miglitol,small molecule,approved,GANC,antagonist
DB00491,Miglitol,small molecule,approved,MGAM,antagonist
DB00491,Miglitol,small molecule,approved,MGAM,inhibitor
DB00492,Fosinopril,small molecule,approved,ACE,inhibitor
DB00493,Cefotaxime,small molecule,approved,pbp1b,inhibitor
DB00493,Cefotaxime,small molecule,approved,pbp2a,inhibitor
DB00493,Cefotaxime,small molecule,approved,pbpC,inhibitor
DB00493,Cefotaxime,small molecule,approved,pbpA,inhibitor
DB00493,Cefotaxime,small molecule,approved,penA,inhibitor
DB00493,Cefotaxime,small molecule,approved,SLC22A6,
DB00493,Cefotaxime,small molecule,approved,SLC22A8,
DB00493,Cefotaxime,small molecule,approved,SLC22A11,
DB00493,Cefotaxime,small molecule,approved,SLC22A7,
DB00493,Cefotaxime,small molecule,approved,SLC15A1,
DB00493,Cefotaxime,small molecule,approved,ALB,
DB00493,Cefotaxime,small molecule,approved,SLC15A2,
DB00494,Entacapone,small molecule,approved|investigational,COMT,inhibitor
DB00495,Zidovudine,small molecule,approved,pol,inhibitor
DB00495,Zidovudine,small molecule,approved,TERT,inhibitor
DB00496,Darifenacin,small molecule,approved|investigational,CHRM3,antagonist
DB00496,Darifenacin,small molecule,approved|investigational,CHRM1,antagonist
DB00496,Darifenacin,small molecule,approved|investigational,CHRM2,antagonist
DB00496,Darifenacin,small molecule,approved|investigational,CHRM4,antagonist
DB00496,Darifenacin,small molecule,approved|investigational,CHRM5,antagonist
DB00497,Oxycodone,small molecule,approved|illicit|investigational,OPRM1,agonist
DB00497,Oxycodone,small molecule,approved|illicit|investigational,OPRK1,agonist
DB00497,Oxycodone,small molecule,approved|illicit|investigational,OPRD1,agonist
DB00498,Phenindione,small molecule,approved|investigational,VKORC1,inhibitor
DB00499,Flutamide,small molecule,approved|investigational,AR,antagonist
DB00499,Flutamide,small molecule,approved|investigational,AHR,agonist
DB00499,Flutamide,small molecule,approved|investigational,NR1I2,
DB00500,Tolmetin,small molecule,approved,PTGS2,inhibitor
DB00500,Tolmetin,small molecule,approved,PTGS1,inhibitor
DB00501,Cimetidine,small molecule,approved|investigational,HRH2,antagonist
DB00502,Haloperidol,small molecule,approved,HTR2C,
DB00502,Haloperidol,small molecule,approved,DRD2,antagonist
DB00502,Haloperidol,small molecule,approved,HTR2A,other/unknown
DB00502,Haloperidol,small molecule,approved,DRD3,inverse agonist
DB00502,Haloperidol,small molecule,approved,MCHR1,
DB00502,Haloperidol,small molecule,approved,SLC18A2,
DB00502,Haloperidol,small molecule,approved,SIGMAR1,
DB00502,Haloperidol,small molecule,approved,HRH1,
DB00502,Haloperidol,small molecule,approved,CHRM3,
DB00502,Haloperidol,small molecule,approved,ADRA1A,
DB00502,Haloperidol,small molecule,approved,ADRA2A,
DB00502,Haloperidol,small molecule,approved,ADRA2B,
DB00502,Haloperidol,small molecule,approved,ADRA2C,
DB00502,Haloperidol,small molecule,approved,HTR1A,
DB00502,Haloperidol,small molecule,approved,HTR6,
DB00502,Haloperidol,small molecule,approved,HTR7,
DB00502,Haloperidol,small molecule,approved,GRIN2B,antagonist
DB00502,Haloperidol,small molecule,approved,DRD1,antagonist
DB00503,Ritonavir,small molecule,approved|investigational,pol,inhibitor
DB00503,Ritonavir,small molecule,approved|investigational,NR1I2,activator
DB00504,Levallorphan,small molecule,approved,OPRM1,partial agonist
DB00505,Tridihexethyl,small molecule,withdrawn,CHRM3,antagonist
DB00505,Tridihexethyl,small molecule,withdrawn,CHRM1,antagonist
DB00505,Tridihexethyl,small molecule,withdrawn,CHRM2,antagonist
DB00507,Nitazoxanide,small molecule,approved|investigational|vet_approved,por,antagonist
DB00507,Nitazoxanide,small molecule,approved|investigational|vet_approved,por,inhibitor
DB00508,Triflupromazine,small molecule,approved|vet_approved,DRD2,antagonist
DB00508,Triflupromazine,small molecule,approved|vet_approved,DRD1,antagonist
DB00508,Triflupromazine,small molecule,approved|vet_approved,HTR2B,antagonist
DB00508,Triflupromazine,small molecule,approved|vet_approved,CHRM1,antagonist
DB00508,Triflupromazine,small molecule,approved|vet_approved,CHRM2,antagonist
DB00509,Dextrothyroxine,small molecule,approved|investigational,THRA,agonist
DB00509,Dextrothyroxine,small molecule,approved|investigational,THRB,agonist
DB00509,Dextrothyroxine,small molecule,approved|investigational,TPO,
DB00511,Acetyldigitoxin,small molecule,approved,ATP1A1,inhibitor
DB00513,Aminocaproic acid,small molecule,approved|investigational,PLG,inhibitor
DB00513,Aminocaproic acid,small molecule,approved|investigational,PLAT,antagonist
DB00513,Aminocaproic acid,small molecule,approved|investigational,LPA,other
DB00514,Dextromethorphan,small molecule,approved,SIGMAR1,agonist
DB00514,Dextromethorphan,small molecule,approved,GRIN3A,antagonist
DB00514,Dextromethorphan,small molecule,approved,CHRNA2,antagonist
DB00514,Dextromethorphan,small molecule,approved,SLC6A4,inhibitor
DB00514,Dextromethorphan,small molecule,approved,PGRMC1,binder
DB00514,Dextromethorphan,small molecule,approved,CHRNA3,antagonist
DB00514,Dextromethorphan,small molecule,approved,CHRNA4,antagonist
DB00514,Dextromethorphan,small molecule,approved,CHRNB4,antagonist
DB00514,Dextromethorphan,small molecule,approved,CHRNB2,antagonist
DB00514,Dextromethorphan,small molecule,approved,CHRNA7,antagonist
DB00514,Dextromethorphan,small molecule,approved,OPRM1,agonist
DB00514,Dextromethorphan,small molecule,approved,OPRM1,regulator
DB00514,Dextromethorphan,small molecule,approved,OPRD1,agonist
DB00514,Dextromethorphan,small molecule,approved,OPRK1,agonist
DB00514,Dextromethorphan,small molecule,approved,CYBB,inhibitor
DB00514,Dextromethorphan,small molecule,approved,SLC6A2,inhibitor
DB00515,Cisplatin,small molecule,approved,MPG,
DB00515,Cisplatin,small molecule,approved,A2M,
DB00515,Cisplatin,small molecule,approved,TF,
DB00515,Cisplatin,small molecule,approved,ATOX1,
DB00517,Anisotropine methylbromide,small molecule,approved,CHRM1,antagonist
DB00517,Anisotropine methylbromide,small molecule,approved,CHRM2,antagonist
DB00517,Anisotropine methylbromide,small molecule,approved,CHRM3,antagonist
DB00518,Albendazole,small molecule,approved|vet_approved,TUBA1A,inhibitor
DB00518,Albendazole,small molecule,approved|vet_approved,TUBB4B,inhibitor
DB00519,Trandolapril,small molecule,approved,ACE,inhibitor
DB00520,Caspofungin,small molecule,approved,fksA,inhibitor
DB00521,Carteolol,small molecule,approved,ADRB2,antagonist
DB00521,Carteolol,small molecule,approved,ADRB1,antagonist
DB00521,Carteolol,small molecule,approved,ADRB1,partial agonist
DB00522,Bentiromide,small molecule,investigational|withdrawn,HPN,ligand
DB00523,Alitretinoin,small molecule,approved|investigational,RARA,agonist
DB00523,Alitretinoin,small molecule,approved|investigational,RXRA,agonist
DB00523,Alitretinoin,small molecule,approved|investigational,RARB,agonist
DB00523,Alitretinoin,small molecule,approved|investigational,RXRB,agonist
DB00523,Alitretinoin,small molecule,approved|investigational,RARG,agonist
DB00523,Alitretinoin,small molecule,approved|investigational,RXRG,agonist
DB00523,Alitretinoin,small molecule,approved|investigational,IGFBP3,
DB00523,Alitretinoin,small molecule,approved|investigational,PSG5,
DB00523,Alitretinoin,small molecule,approved|investigational,CYP26C1,
DB00524,Metolazone,small molecule,approved,SLC12A3,inhibitor
DB00525,Tolnaftate,small molecule,approved|investigational|vet_approved,ERG1,inhibitor
DB00527,Cinchocaine,small molecule,approved|vet_approved,SCN5A,inhibitor
DB00527,Cinchocaine,small molecule,approved|vet_approved,SCN10A,inhibitor
DB00527,Cinchocaine,small molecule,approved|vet_approved,CALM1,inhibitor
DB00528,Lercanidipine,small molecule,approved|investigational,CACNG1,inhibitor
DB00529,Foscarnet,small molecule,approved,UL54,inhibitor
DB00530,Erlotinib,small molecule,approved|investigational,NR1I2,agonist
DB00530,Erlotinib,small molecule,approved|investigational,EGFR,antagonist
DB00531,Cyclophosphamide,small molecule,approved|investigational,NR1I2,
DB00532,Mephenytoin,small molecule,approved|investigational|withdrawn,SCN5A,inhibitor
DB00532,Mephenytoin,small molecule,approved|investigational|withdrawn,NR1I2,activator
DB00533,Rofecoxib,small molecule,approved|investigational|withdrawn,PTGS2,inhibitor
DB00533,Rofecoxib,small molecule,approved|investigational|withdrawn,ELN,other/unknown
DB00534,Chlormerodrin,small molecule,approved|withdrawn,SLC12A1,inducer
DB00534,Chlormerodrin,small molecule,approved|withdrawn,ALDH5A1,inhibitor
DB00535,Cefdinir,small molecule,approved,penA,inhibitor
DB00535,Cefdinir,small molecule,approved,pbp3,inhibitor
DB00535,Cefdinir,small molecule,approved,MPO,inhibitor
DB00536,Guanidine,small molecule,approved,ALDH2,inhibitor
DB00536,Guanidine,small molecule,approved,RNASE1,
DB00536,Guanidine,small molecule,approved,DLG4,
DB00536,Guanidine,small molecule,approved,E,
DB00536,Guanidine,small molecule,approved,GAMT,
DB00536,Guanidine,small molecule,approved,rocF,
DB00537,Ciprofloxacin,small molecule,approved|investigational,parC,inhibitor
DB00537,Ciprofloxacin,small molecule,approved|investigational,gyrA,inhibitor
DB00537,Ciprofloxacin,small molecule,approved|investigational,TOP2A,inhibitor
DB00537,Ciprofloxacin,small molecule,approved|investigational,KCNH2,
DB00537,Ciprofloxacin,small molecule,approved|investigational,gyrA,
DB00537,Ciprofloxacin,small molecule,approved|investigational,parC,
DB00537,Ciprofloxacin,small molecule,approved|investigational,parE,
DB00537,Ciprofloxacin,small molecule,approved|investigational,gyrA,
DB00537,Ciprofloxacin,small molecule,approved|investigational,mdtK,
DB00537,Ciprofloxacin,small molecule,approved|investigational,gyrA,
DB00539,Toremifene,small molecule,approved|investigational,ESR1,modulator
DB00539,Toremifene,small molecule,approved|investigational,SHBG,
DB00540,Nortriptyline,small molecule,approved,SLC6A2,inhibitor
DB00540,Nortriptyline,small molecule,approved,SLC6A4,inhibitor
DB00540,Nortriptyline,small molecule,approved,HTR2A,antagonist
DB00540,Nortriptyline,small molecule,approved,HTR1A,antagonist
DB00540,Nortriptyline,small molecule,approved,HRH1,antagonist
DB00540,Nortriptyline,small molecule,approved,ADRA1A,antagonist
DB00540,Nortriptyline,small molecule,approved,ADRA1D,antagonist
DB00540,Nortriptyline,small molecule,approved,HTR2C,antagonist
DB00540,Nortriptyline,small molecule,approved,HTR2C,downregulator
DB00540,Nortriptyline,small molecule,approved,ADRA1B,antagonist
DB00540,Nortriptyline,small molecule,approved,ADRA2A,antagonist
DB00540,Nortriptyline,small molecule,approved,ADRB1,antagonist
DB00540,Nortriptyline,small molecule,approved,DRD2,antagonist
DB00540,Nortriptyline,small molecule,approved,PGRMC1,binder
DB00540,Nortriptyline,small molecule,approved,Htr2c,antagonist
DB00540,Nortriptyline,small molecule,approved,CHRM1,antagonist
DB00541,Vincristine,small molecule,approved|investigational,TUBB,inhibitor
DB00541,Vincristine,small molecule,approved|investigational,TUBA4A,inhibitor
DB00542,Benazepril,small molecule,approved|investigational,ACE,inhibitor
DB00543,Amoxapine,small molecule,approved,SLC6A4,inhibitor
DB00543,Amoxapine,small molecule,approved,SLC6A2,inhibitor
DB00543,Amoxapine,small molecule,approved,DRD2,antagonist
DB00543,Amoxapine,small molecule,approved,DRD1,antagonist
DB00543,Amoxapine,small molecule,approved,ADRA2A,antagonist
DB00543,Amoxapine,small molecule,approved,ADRA1A,antagonist
DB00543,Amoxapine,small molecule,approved,CHRM1,antagonist
DB00543,Amoxapine,small molecule,approved,GABRA1,antagonist
DB00543,Amoxapine,small molecule,approved,HTR2A,antagonist
DB00543,Amoxapine,small molecule,approved,HTR2C,antagonist
DB00543,Amoxapine,small molecule,approved,HTR6,antagonist
DB00543,Amoxapine,small molecule,approved,HTR7,antagonist
DB00543,Amoxapine,small molecule,approved,DRD3,antagonist
DB00543,Amoxapine,small molecule,approved,DRD4,antagonist
DB00543,Amoxapine,small molecule,approved,HRH1,antagonist
DB00543,Amoxapine,small molecule,approved,ADRA1A,antagonist
DB00543,Amoxapine,small molecule,approved,CHRM1,antagonist
DB00543,Amoxapine,small molecule,approved,HTR2B,antagonist
DB00543,Amoxapine,small molecule,approved,HTR3A,antagonist
DB00543,Amoxapine,small molecule,approved,HTR1A,antagonist
DB00543,Amoxapine,small molecule,approved,HTR1B,antagonist
DB00543,Amoxapine,small molecule,approved,ADRA2A,antagonist
DB00543,Amoxapine,small molecule,approved,HRH4,binder
DB00543,Amoxapine,small molecule,approved,GABRA1,binder
DB00543,Amoxapine,small molecule,approved,SLC6A3,binder
DB00544,Fluorouracil,small molecule,approved,TYMS,other/unknown
DB00545,Pyridostigmine,small molecule,approved|investigational,BCHE,inhibitor
DB00545,Pyridostigmine,small molecule,approved|investigational,ACHE,inhibitor
DB00546,Adinazolam,small molecule,experimental,GABRA1,positive allosteric modulator
DB00546,Adinazolam,small molecule,experimental,GABRA1,ligand
DB00547,Desoximetasone,small molecule,approved,NR3C1,agonist
DB00548,Azelaic acid,small molecule,approved,trxB,inhibitor
DB00548,Azelaic acid,small molecule,approved,AKR1D1,inhibitor
DB00548,Azelaic acid,small molecule,approved,SRD5A2,inhibitor
DB00548,Azelaic acid,small molecule,approved,TYR,inhibitor
DB00548,Azelaic acid,small molecule,approved,polA,inhibitor
DB00549,Zafirlukast,small molecule,approved|investigational,CYSLTR1,antagonist
DB00550,Propylthiouracil,small molecule,approved|investigational,TPO,inhibitor
DB00551,Acetohydroxamic acid,small molecule,approved,ureC,inhibitor
DB00551,Acetohydroxamic acid,small molecule,approved,MMP12,inhibitor
DB00552,Pentostatin,small molecule,approved|investigational,ADA,inhibitor
DB00554,Piroxicam,small molecule,approved|investigational,PTGS2,inhibitor
DB00554,Piroxicam,small molecule,approved|investigational,PTGS1,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,CACNA1E,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,SCN1A,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,ADORA1,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,ADORA2A,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,ADRA1A,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,ADRA2A,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,ADRB1,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,DRD1,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,DRD2,agonist
DB00555,Lamotrigine,small molecule,approved|investigational,DRD2,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,GABRA1,antagonist
DB00555,Lamotrigine,small molecule,approved|investigational,GABRA1,inducer
DB00555,Lamotrigine,small molecule,approved|investigational,GABRA1,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,HRH1,antagonist
DB00555,Lamotrigine,small molecule,approved|investigational,OPRK1,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,CHRNA1,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,HTR2A,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,HTR3A,inhibitor
DB00555,Lamotrigine,small molecule,approved|investigational,GRIA1,inhibitor
DB00557,Hydroxyzine,small molecule,approved,HRH1,inverse agonist
DB00557,Hydroxyzine,small molecule,approved,KCNH2,inhibitor
DB00558,Zanamivir,small molecule,approved|investigational,NA,inhibitor
DB00558,Zanamivir,small molecule,approved|investigational,NA,inhibitor
DB00558,Zanamivir,small molecule,approved|investigational,NEU2,inhibitor
DB00559,Bosentan,small molecule,approved|investigational,EDNRB,antagonist
DB00559,Bosentan,small molecule,approved|investigational,EDNRA,antagonist
DB00560,Tigecycline,small molecule,approved,rpsI,binder
DB00560,Tigecycline,small molecule,approved,rpsL,binder
DB00560,Tigecycline,small molecule,approved,rpsM,binder
DB00560,Tigecycline,small molecule,approved,rpsN,binder
DB00560,Tigecycline,small molecule,approved,rpsS,binder
DB00561,Doxapram,small molecule,approved|vet_approved,KCNK3,inhibitor
DB00561,Doxapram,small molecule,approved|vet_approved,KCNK9,inhibitor
DB00562,Benzthiazide,small molecule,approved,SLC12A3,inhibitor
DB00562,Benzthiazide,small molecule,approved,CA1,inhibitor
DB00562,Benzthiazide,small molecule,approved,CA1,inhibitor
DB00562,Benzthiazide,small molecule,approved,CA2,inhibitor
DB00562,Benzthiazide,small molecule,approved,CA4,inhibitor
DB00562,Benzthiazide,small molecule,approved,CA9,inhibitor
DB00562,Benzthiazide,small molecule,approved,CA12,inhibitor
DB00563,Methotrexate,small molecule,approved,TYMS,inhibitor
DB00563,Methotrexate,small molecule,approved,ATIC,inhibitor
DB00563,Methotrexate,small molecule,approved,DHFR,inhibitor
