PMCID,Ebola Protein,Interaction,Host Protein
PMC9554868,GP,express,CANX
PMC9554868,GP,activate,CALR
PMC9554868,GP,inhibit,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,inhibit,CANX
PMC9554868,GP,express,CANX
PMC9554868,GP,activate,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,activate,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,activate,CANX
PMC9554868,GP,express,CANX
PMC9554868,GP,affect,CANX
PMC9554868,GP,impact,CANX
PMC9554868,GP,activate,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,affect,CALR
PMC9554868,GP,impact,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,express,CANX
PMC9554868,GP,affect,CANX
PMC9554868,GP,impact,CANX
PMC9554868,GP,activate,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,affect,CALR
PMC9554868,GP,impact,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,activate,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,affect,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,affect,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,interact,CANX
PMC9554868,GP,promote,CANX
PMC9554868,GP,interact,CALR
PMC9554868,GP,promote,CALR
PMC9554868,GP,interact,PDIA3
PMC9554868,GP,promote,PDIA3
PMC9554868,GP,interact,CANX
PMC9554868,GP,promote,CANX
PMC9554868,GP,interact,CALR
PMC9554868,GP,promote,CALR
PMC9554868,GP,interact,PDIA3
PMC9554868,GP,promote,PDIA3
PMC9554868,GP,express,HSPA5
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,HSPA5
PMC9554868,GP,affect,HSPA5
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,PDIA3
PMC9554868,GP,inhibit,PDIA3
PMC9554868,GP,inhibit,CALR
PMC9554868,GP,inhibit,CANX
PMC9554868,GP,activate,CANX
PMC9554868,GP,activate,PDIA3
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,block,CANX
PMC9554868,GP,express,CANX
PMC9554868,GP,degrade,CANX
PMC9554868,GP,target,CANX
PMC9554868,GP,block,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,degrade,CALR
PMC9554868,GP,target,CALR
PMC9554868,GP,block,CANX
PMC9554868,GP,express,CANX
PMC9554868,GP,degrade,CANX
PMC9554868,GP,target,CANX
PMC9554868,GP,block,CALR
PMC9554868,GP,express,CALR
PMC9554868,GP,degrade,CALR
PMC9554868,GP,target,CALR
PMC9554868,GP,block,CALR
PMC9554868,GP,block,CANX
PMC9554868,GP,degrade,CALR
PMC9554868,GP,target,CALR
PMC9554868,GP,degrade,CANX
PMC9554868,GP,target,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,ATG3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,LAMP1
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,recruit,CANX
PMC9554868,GP,recruit,CALR
PMC9554868,GP,block,CANX
PMC9554868,GP,degrade,CANX
PMC9554868,GP,translate,CANX
PMC9554868,GP,block,CALR
PMC9554868,GP,degrade,CALR
PMC9554868,GP,translate,CALR
PMC9554868,GP,enhance,LAMP1
PMC9554868,GP,enhance,CANX
PMC9554868,GP,enhance,CALR
PMC9554868,GP,degrade,CANX
PMC9554868,GP,target,CANX
PMC9554868,GP,degrade,CALR
PMC9554868,GP,target,CALR
PMC9554868,GP,express,RNF26
PMC9554868,GP,degrade,RNF26
PMC9554868,GP,ubiquitinate,RNF26
PMC9554868,GP,degrade,RNF26
PMC9554868,GP,target,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,target,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,ubiquitinate,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,express,CALR
PMC9554868,GP,target,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,interact,RNF26
PMC9554868,GP,activate,RNF26
PMC9554868,GP,activate,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,activate,PDIA3
PMC9554868,GP,activate,RNF26
PMC9554868,GP,activate,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,activate,PDIA3
PMC9554868,GP,activate,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CANX
PMC9554868,GP,express,CALR
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,RNF26
PMC9554868,GP,activate,RNF26
PMC9554868,GP,activate,CALR
PMC9554868,GP,activate,CANX
PMC9554868,GP,activate,PDIA3
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,ubiquitinate,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,ubiquitinate,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,ubiquitinate,CANX
PMC9554868,GP,express,RNF26
PMC9554868,GP,ubiquitinate,RNF26
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,promote,PDIA3
PMC9554868,GP,promote,CALR
PMC9554868,GP,promote,CANX
PMC9554868,GP,degrade,RNF185
PMC9554868,GP,ubiquitinate,RNF185
PMC9554868,GP,signal,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,degrade,RNF185
PMC9554868,GP,express,RNF26
PMC9554868,GP,degrade,RNF26
PMC9554868,GP,express,TRIM25
PMC9554868,GP,degrade,TRIM25
PMC9554868,GP,promote,RNF185
PMC9554868,GP,promote,TRIM25
PMC9554868,GP,promote,RNF26
PMC9554868,GP,express,TRIM25
PMC9554868,GP,express,RNF185
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,block,RNF185
PMC9554868,GP,block,RNF26
PMC9554868,GP,degrade,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,interact,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,target,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,express,RNF26
PMC9554868,GP,activate,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,interact,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,interact,RNF185
PMC9554868,GP,interact,RNF185
PMC9554868,GP,interact,RNF185
PMC9554868,GP,interact,RNF185
PMC9554868,GP,activate,RNF185
PMC9554868,GP,affect,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,disrupt,PDIA3
PMC9554868,GP,disrupt,CALR
PMC9554868,GP,disrupt,CANX
PMC9554868,GP,degrade,RNF185
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,RNF185
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,promote,PDIA3
PMC9554868,GP,trigger,PDIA3
PMC9554868,GP,degrade,PDIA3
PMC9554868,GP,target,PDIA3
PMC9554868,GP,enhance,EDEM1
PMC9554868,GP,degrade,EDEM1
PMC9554868,GP,target,EDEM1
PMC9554868,GP,enhance,EDEM2
PMC9554868,GP,degrade,EDEM2
PMC9554868,GP,target,EDEM2
PMC9554868,GP,express,RNF26
PMC9554868,GP,express,CALR
PMC9554868,GP,activate,RNF26
PMC9554868,GP,inhibit,RNF26
PMC9554868,GP,block,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,activate,RNF26
PMC9554868,GP,inhibit,RNF26
PMC9554868,GP,block,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,activate,RNF26
PMC9554868,GP,inhibit,RNF26
PMC9554868,GP,block,RNF26
PMC9554868,GP,express,RNF26
PMC9554868,GP,activate,RNF185
PMC9554868,GP,degrade,RNF185
PMC9554868,GP,express,RNF185
PMC9554868,GP,interact,RNF185
PMC9554868,GP,degrade,RNF185
PMC9554868,GP,block,furin
PMC9554868,GP,degrade,CANX
PMC9554868,GP,degrade,CALR
PMC9554868,GP,degrade,PDIA3
PMC9554868,GP,recruit,RNF185
PMC9554868,GP,degrade,RNF185
PMC9554868,GP,ubiquitinate,RNF185
PMC9554868,GP,express,CALR
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC9554868,GP,express,PDIA3
PMC9554868,GP,express,CALR
PMC9554868,GP,express,CANX
PMC3402687,GP,interact,NPC1
PMC3402687,GP,form,NPC1
PMC3402687,GP,express,NPC1
PMC3402687,GP,express,NPC1
PMC3402687,GP,mediate,NPC1
PMC3402687,GP,express,NPC1
PMC3402687,GP,mediate,NPC1
PMC3402687,GP,express,NPC1
PMC3402687,GP,mediate,NPC1
PMC4629916,GP,neutralize,PRNT
PMC7844541,GP,bind,NPC1
PMC7844541,GP,cleave,NPC1
PMC7844541,GP,express,NPC1
PMC7844541,GP,transport,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,trigger,NPC1
PMC7844541,GP,change,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,disrupt,NPC1
PMC7844541,GP,inhibit,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,cleave,NPC1
PMC7844541,GP,form,NPC1
PMC7844541,GP,signal,NPC1
PMC7844541,GP,signal,NPC1
PMC7844541,GP,signal,NPC1
PMC7844541,GP,perturb,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,interfere,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,inhibit,NPC1
PMC7844541,GP,disrupt,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,activate,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,affect,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,inhibit,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,neutralize,NPC1
PMC7844541,GP,neutralize,NPC1
PMC7844541,GP,activate,NPC1
PMC7844541,GP,neutralize,NPC1
PMC7844541,GP,target,NPC1
PMC7844541,GP,enhance,NPC1
PMC7844541,GP,signal,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,activate,NPC1
PMC7844541,GP,alter,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,inhibit,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,control,NPC1
PMC7844541,GP,impact,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,activate,NPC1
PMC7844541,GP,inhibit,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,activate,NPC1
PMC7844541,GP,inhibit,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,interfere,NPC1
PMC7844541,GP,control,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,interfere,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,affect,NPC1
PMC7844541,GP,change,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,form,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,block,NPC1
PMC7844541,GP,target,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,neutralize,NPC1
PMC7844541,GP,target,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,change,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,destabilize,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,destabilize,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,GP,bind,NPC1
PMC7844541,GP,interact,NPC1
PMC7844541,L,express,NPC1
PMC7844541,L,express,NPC1
PMC8428382,NP,impact,ABHD11
PMC8428382,NP,replace,ABHD11
PMC8428382,NP,impact,ACO2
PMC8428382,NP,replace,ACO2
PMC8428382,NP,encode,ACE
PMC8428382,NP,encode,ABHD11
PMC8428382,NP,encode,ACO2
PMC8428382,L,induce,eIF2a
PMC8428382,L,suppress,eIF2a
PMC8428382,L,phosphorylate,eIF2a
PMC8428382,L,translate,eIF2a
PMC6090742,L,control,DDX39B
PMC6090742,L,target,DDX39B
PMC6090742,L,control,NXF1
PMC6090742,L,target,NXF1
PMC6090742,L,activate,NXF1
PMC6090742,L,control,NXF1
PMC6090742,L,target,NXF1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,form,NPC1
PMC4752599,GP,recognize,NPC1
PMC4752599,GP,involve,NPC1
PMC4752599,GP,form,NPC1
PMC4752599,GP,recognize,NPC1
PMC4752599,GP,involve,NPC1
PMC4752599,GP,bind,NPC1
PMC4752599,GP,activate,NPC1
PMC4752599,GP,impair,NPC1
PMC4752599,GP,inhibit,NPC1
PMC4752599,GP,induce,NPC1
PMC4752599,GP,transport,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,signal,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,signal,NPC1
PMC4752599,GP,bind,NPC1
PMC4752599,GP,interact,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,bind,NPC1
PMC4752599,GP,interact,NPC1
PMC4752599,GP,change,NPC1
PMC4752599,GP,promote,NPC1
PMC4752599,GP,bind,NPC1
PMC4752599,GP,interact,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,trigger,NPC1
PMC4752599,GP,signal,NPC1
PMC10909612,VP40,change,PC
PMC7068452,GP,associate,furin
PMC7068452,GP,cleave,furin
PMC7068452,GP,form,furin
PMC7068452,GP,link,furin
PMC7068452,GP,activate,MICA
PMC7068452,GP,inhibit,MICA
PMC7068452,GP,express,MICA
PMC7068452,GP,perturb,MICA
PMC7068452,GP,target,MICA
PMC7068452,GP,express,MICA
PMC7068452,GP,express,MICA
PMC7068452,GP,control,HLA-A
PMC7068452,GP,control,HLA-A
PMC7068452,GP,bind,CD4
PMC7068452,GP,interact,CD4
PMC7068452,GP,associate,CD4
PMC7068452,GP,activate,CD4
PMC7068452,GP,signal,CD4
PMC7068452,GP,bind,TLR4
PMC7068452,GP,interact,TLR4
PMC7068452,GP,associate,TLR4
PMC7068452,GP,activate,TLR4
PMC7068452,GP,signal,TLR4
PMC7068452,GP,bind,GP2
PMC7068452,GP,interact,GP2
PMC7068452,GP,bind,GP2
PMC7068452,GP,interact,GP2
PMC6831822,VP35,activate,IRF3
PMC6831822,VP35,block,IRF3
PMC6831822,VP35,phosphorylate,IRF3
PMC6831822,VP35,prevent,IRF3
PMC6831822,VP35,activate,IRF3
PMC6831822,VP35,block,IRF3
PMC6831822,VP35,phosphorylate,IRF3
PMC6831822,VP35,prevent,IRF3
PMC6831822,VP35,activate,IRF3
PMC6831822,VP35,block,IRF3
PMC6831822,VP35,phosphorylate,IRF3
PMC6831822,VP35,prevent,IRF3
PMC10060007,GP,interact,NPC1
PMC10060007,GP,attach,NPC1
PMC10060007,GP,enhance,ACE2
PMC10060007,GP,neutralize,ACE2
PMC10153373,GP,interact,NPC1
PMC10153373,GP,cleave,NPC1
PMC10153373,GP,inhibit,GC
PMC10153373,GP,target,GC
PMC10153373,GP,inhibit,GC
PMC10153373,GP,target,GC
PMC10153373,GP,induce,C3
PMC10153373,GP,express,CCR5
PMC10153373,GP,activate,GC
PMC10153373,GP,inhibit,GC
PMC10153373,GP,induce,GC
PMC10153373,GP,target,GC
PMC10153373,GP,activate,GC
PMC10153373,GP,target,GC
PMC10153373,GP,induce,C3
PMC10153373,GP,induce,C3
PMC10153373,GP,express,C3
PMC10153373,GP,activate,TFPI
PMC10153373,GP,recognize,GC
PMC10153373,GP,express,GP2
PMC10153373,GP,stabilize,GP2
PMC4768679,GP,bind,GP2
PMC4768679,GP,interact,GP2
PMC4768679,GP,stabilize,GP2
PMC4768679,GP,cleave,GP2
PMC5003320,GP,bind,GP2
PMC5003320,GP,target,GP2
PMC5003320,GP,cleave,GP2
PMC3390324,VP40,interact,Tsg101
PMC3390324,VP40,recruit,Tsg101
PMC3390324,VP40,ubiquitinate,Tsg101
PMC3390324,VP40,promote,Tsg101
PMC3091195,GP,cleave,GP2
PMC3091195,GP,cleave,furin
PMC3091195,L,destabilize,GP2
PMC3091195,L,promote,GP2
PMC3091195,GP,inhibit,GP2
PMC3091195,GP,activate,GP2
PMC3091195,GP,inhibit,GP2
PMC3091195,GP,inhibit,Tat
PMC3091195,GP,activate,Tat
PMC1894824,VP35,activate,Tat
PMC1894824,VP35,replace,Tat
PMC1894824,VP35,activate,Tat
PMC1894824,VP35,replace,Tat
PMC1894824,VP35,activate,Tat
PMC1894824,VP35,stimulate,Tat
PMC1894824,VP35,induce,Tat
PMC1894824,VP35,express,Tat
PMC1894824,VP35,control,Tat
PMC1894824,VP35,promote,Tat
PMC1894824,VP35,activate,Tat
PMC1894824,VP35,express,Tat
PMC1894824,VP35,promote,Tat
PMC1894824,VP35,express,Tat
PMC1894824,VP35,express,Tat
PMC1894824,VP35,express,Tat
PMC1894824,VP35,express,Tat
PMC1894824,VP35,activate,Tat
PMC1894824,VP35,express,Tat
PMC5231391,GP,bind,NPC1
PMC5231391,GP,cleave,NPC1
PMC5231391,GP,activate,Syk
PMC5231391,GP,signal,Syk
PMC5231391,GP,activate,Btk
PMC5231391,GP,signal,Btk
PMC5231391,GP,activate,Syk
PMC5231391,GP,signal,Syk
PMC5231391,GP,activate,Btk
PMC5231391,GP,signal,Btk
PMC5231391,GP,express,Src
PMC5231391,GP,express,Syk
PMC5231391,GP,enhance,Syk
PMC5231391,GP,affect,Syk
PMC5231391,GP,express,Src
PMC5231391,GP,express,Src
PMC5231391,GP,encode,Src
PMC5231391,GP,express,Syk
PMC5231391,GP,encode,Syk
PMC5231391,GP,express,Syk
PMC5231391,GP,encode,Syk
PMC4495366,GP,express,GP2
PMC4495366,GP,form,GP2
PMC4495366,GP,regulate,GP2
PMC4495366,L,mediate,GP2
PMC4495366,GP,bind,TLR4
PMC4495366,GP,activate,TLR4
PMC4495366,GP,induce,TLR4
PMC4495366,GP,mediate,TLR4
PMC6030461,GP,bind,GP2
PMC6963435,GP,trigger,GP2
PMC6963435,GP,link,GP2
PMC6963435,GP,control,ACTB
PMC5372081,GP,bind,GP2
PMC5175359,L,interact,TOP1
PMC5175359,L,target,TOP1
PMC5175359,VP30,bind,HSPA8
PMC5175359,VP30,interact,HSPA8
PMC5175359,VP30,associate,HSPA8
PMC4564554,L,express,GP6
PMC4564554,GP,form,furin
PMC5405229,GP,interact,TLR4
PMC5405229,GP,signal,TLR4
PMC5405229,GP,interact,TLR4
PMC5405229,GP,signal,TLR4
PMC5405229,GP,stimulate,TLR4
PMC5405229,GP,block,TLR4
PMC4222107,NP,change,ADAR
PMC6240689,GP,recognize,MAPK11
PMC6240689,GP,recognize,Cat
PMC6240689,GP,recognize,FLT4
PMC6240689,GP,recognize,Cat
PMC6240689,GP,recognize,ANXA5
PMC6240689,GP,recognize,Cat
PMC6240689,GP,recognize,HSPA5
PMC6240689,GP,recognize,Cat
PMC6240689,GP,recognize,GAPDH
PMC6240689,GP,interact,FLT4
PMC6240689,GP,control,FLT4
PMC6240689,GP,interact,HSPA1A
PMC6240689,GP,control,HSPA1A
PMC6240689,GP,interact,HSP90AB1
PMC6240689,GP,control,HSP90AB1
PMC6240689,GP,interact,HSPA8
PMC6240689,GP,control,HSPA8
PMC6240689,GP,interact,MAPK11
PMC6240689,GP,control,MAPK11
PMC6240689,GP,interact,NTRK1
PMC6240689,GP,control,NTRK1
PMC6240689,GP,interact,YWHAZ
PMC6240689,GP,control,YWHAZ
PMC6240689,GP,interact,ARFGAP1
PMC6240689,GP,control,ARFGAP1
PMC6240689,GP,interact,ANXA5
PMC6240689,GP,control,ANXA5
PMC6240689,GP,interact,HSPA1A
PMC6240689,GP,control,HSPA1A
PMC6240689,GP,interact,MAPK11
PMC6240689,GP,control,MAPK11
PMC6240689,GP,interact,NTRK1
PMC6240689,GP,control,NTRK1
PMC6240689,GP,interact,FLT4
PMC6240689,GP,control,FLT4
PMC6240689,GP,interact,HSPA8
PMC6240689,GP,control,HSPA8
PMC6240689,GP,interact,HSP90AB1
PMC6240689,GP,control,HSP90AB1
PMC6240689,GP,interact,YWHAZ
PMC6240689,GP,control,YWHAZ
PMC6240689,GP,interact,ARFGAP1
PMC6240689,GP,control,ARFGAP1
PMC6240689,GP,interact,ANXA5
PMC6240689,GP,control,ANXA5
PMC6240689,VP40,interact,ANXA5
PMC6240689,VP40,control,ANXA5
PMC6240689,VP40,interact,HSPA1A
PMC6240689,VP40,control,HSPA1A
PMC6240689,VP40,interact,HSP90AB1
PMC6240689,VP40,control,HSP90AB1
PMC6240689,VP40,interact,ARFGAP1
PMC6240689,VP40,control,ARFGAP1
PMC6240689,VP40,interact,HSPA8
PMC6240689,VP40,control,HSPA8
PMC6240689,VP40,interact,MAPK11
PMC6240689,VP40,control,MAPK11
PMC6240689,VP40,interact,FLT4
PMC6240689,VP40,control,FLT4
PMC6240689,VP40,interact,NTRK1
PMC6240689,VP40,control,NTRK1
PMC6240689,VP40,interact,YWHAZ
PMC6240689,VP40,control,YWHAZ
PMC6240689,VP40,interact,HSP90AB1
PMC6240689,VP40,control,HSP90AB1
PMC6240689,VP40,interact,ANXA5
PMC6240689,VP40,control,ANXA5
PMC6240689,VP40,interact,HSPA1A
PMC6240689,VP40,control,HSPA1A
PMC6240689,VP40,interact,ARFGAP1
PMC6240689,VP40,control,ARFGAP1
PMC6240689,VP40,interact,YWHAZ
PMC6240689,VP40,control,YWHAZ
PMC6240689,VP40,interact,MAPK11
PMC6240689,VP40,control,MAPK11
PMC6240689,VP40,interact,NTRK1
PMC6240689,VP40,control,NTRK1
PMC6240689,VP40,interact,FLT4
PMC6240689,VP40,control,FLT4
PMC6240689,VP40,interact,HSPA8
PMC6240689,VP40,control,HSPA8
PMC6240689,GP,interact,HSPA1A
PMC6240689,GP,interact,HSP90AB1
PMC6240689,GP,interact,HSPA8
PMC6240689,GP,interact,MAPK11
PMC6240689,GP,interact,NTRK1
PMC6240689,GP,interact,FLT4
PMC6240689,GP,interact,YWHAZ
PMC6240689,VP40,bind,ANXA5
PMC6240689,VP40,interact,ANXA5
PMC6240689,VP40,associate,ANXA5
PMC6240689,VP40,phosphorylate,ANXA5
PMC6240689,VP40,stabilize,ANXA5
PMC6240689,VP40,facilitate,ANXA5
PMC6240689,VP40,regulate,ANXA5
PMC6240689,VP40,bind,HSPA1A
PMC6240689,VP40,interact,HSPA1A
PMC6240689,VP40,associate,HSPA1A
PMC6240689,VP40,phosphorylate,HSPA1A
PMC6240689,VP40,stabilize,HSPA1A
PMC6240689,VP40,facilitate,HSPA1A
PMC6240689,VP40,regulate,HSPA1A
PMC6240689,VP40,bind,HSP90AB1
PMC6240689,VP40,interact,HSP90AB1
PMC6240689,VP40,associate,HSP90AB1
PMC6240689,VP40,phosphorylate,HSP90AB1
PMC6240689,VP40,stabilize,HSP90AB1
PMC6240689,VP40,facilitate,HSP90AB1
PMC6240689,VP40,regulate,HSP90AB1
PMC6240689,VP40,bind,ANXA5
PMC6240689,VP40,interact,ANXA5
PMC6240689,VP40,associate,ANXA5
PMC6240689,VP40,phosphorylate,ANXA5
PMC6240689,VP40,stabilize,ANXA5
PMC6240689,VP40,facilitate,ANXA5
PMC6240689,VP40,regulate,ANXA5
PMC6240689,VP40,bind,HSP90AB1
PMC6240689,VP40,interact,HSP90AB1
PMC6240689,VP40,associate,HSP90AB1
PMC6240689,VP40,phosphorylate,HSP90AB1
PMC6240689,VP40,stabilize,HSP90AB1
PMC6240689,VP40,facilitate,HSP90AB1
PMC6240689,VP40,regulate,HSP90AB1
PMC6240689,GP,interact,FLT4
PMC6240689,GP,interact,HSPA1A
PMC6240689,GP,interact,HSP90AB1
PMC6240689,GP,interact,HSPA8
PMC6240689,GP,interact,MAPK11
PMC6240689,GP,interact,NTRK1
PMC6240689,GP,interact,YWHAZ
PMC6240689,GP,interact,ANXA5
PMC6240689,GP,interact,HSPA1A
PMC6240689,GP,interact,HSP90AB1
PMC6240689,GP,interact,ANXA5
PMC6240689,GP,interact,ARFGAP1
PMC6240689,GP,interact,FLT4
PMC6240689,GP,interact,HSPA1A
PMC6240689,GP,interact,HSP90AB1
PMC6240689,GP,interact,MAPK11
PMC6240689,GP,interact,NTRK1
PMC5479518,VP35,bind,PAICS
PMC5479518,VP35,bind,PAICS
PMC5479518,VP35,bind,CLC
PMC7839293,GP,target,CP
PMC10723585,GP,target,ACE2
PMC10723585,GP,target,TMPRSS2
PMC9515638,VP24,bind,STAT1
PMC9515638,VP24,block,STAT1
PMC6459477,GP,bind,NPC1
PMC6459477,GP,block,NPC1
PMC6459477,GP,block,NPC1
PMC6459477,GP,express,NPC1
