Source,Relation,Target
AKT1,involved_in(Reactome),Vesicle-mediated transport
AKT1,involved_in(Reactome),Diseases of signal transduction by growth factor receptors and second messengers
AKT1,involved_in(Reactome),Infectious disease
AKT1,involved_in(Reactome),Constitutive Signaling by AKT1 E17K in Cancer
AKT1,involved_in(Reactome),Interleukin-4 and Interleukin-13 signaling
AKT1,involved_in(Reactome),Regulation of TP53 Degradation
AKT1,involved_in(Reactome),Regulation of TP53 Activity through Acetylation
AKT1,involved_in(Reactome),Regulation of TP53 Activity through Association with Co-factors
AKT1,involved_in(Reactome),Regulation of TP53 Expression and Degradation
AKT1,involved_in(Reactome),PTEN Regulation
AKT1,involved_in(Reactome),"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
AKT1,involved_in(Reactome),Cyclin E associated events during G1/S transition 
AKT1,involved_in(Reactome),G1/S Transition
AKT1,involved_in(Reactome),S Phase
AKT1,involved_in(Reactome),"Cell Cycle, Mitotic"
AKT1,involved_in(Reactome),Cyclin A:Cdk2-associated events at S phase entry
AKT1,involved_in(Reactome),RNA Polymerase II Transcription
AKT1,involved_in(Reactome),Gene expression (Transcription)
AKT1,involved_in(Reactome),"Platelet activation, signaling and aggregation"
AKT1,involved_in(Reactome),Platelet Aggregation (Plug Formation)
AKT1,involved_in(Reactome),Signaling by PTK6
AKT1,involved_in(Reactome),PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1
AKT1,involved_in(Reactome),Downregulation of ERBB2 signaling
AKT1,involved_in(Reactome),RAB GEFs exchange GTP for GDP on RABs
AKT1,involved_in(Reactome),Transcriptional regulation by RUNX2
AKT1,involved_in(Reactome),ESR-mediated signaling
AKT1,involved_in(Reactome),RUNX2 regulates genes involved in cell migration
AKT1,involved_in(Reactome),Regulation of PTEN stability and activity
AKT1,involved_in(Reactome),Metabolism of RNA
AKT1,involved_in(Reactome),Cellular responses to stimuli
AKT1,involved_in(Reactome),Metabolism of cofactors
AKT1,involved_in(Reactome),Intracellular signaling by second messengers
AKT1,involved_in(Reactome),Signaling by Non-Receptor Tyrosine Kinases
AKT1,involved_in(Reactome),Signaling by Nuclear Receptors
AKT1,involved_in(Reactome),Signaling by Receptor Tyrosine Kinases
AKT1,involved_in(Reactome),Rab regulation of trafficking
AKT1,involved_in(Reactome),Extra-nuclear estrogen signaling
AKT1,involved_in(Reactome),Signaling by NOTCH4
AKT1,involved_in(Reactome),Negative regulation of NOTCH4 signaling
AKT1,involved_in(Reactome),FLT3 Signaling
AKT1,involved_in(Reactome),FOXO-mediated transcription
AKT1,involved_in(Reactome),Regulation of localization of FOXO transcription factors
AKT1,involved_in(Reactome),Estrogen-dependent nuclear events downstream of ESR-membrane signaling
AKT1,involved_in(Reactome),SARS-CoV Infections
AKT1,involved_in(Reactome),SARS-CoV-2 Infection
AKT1,involved_in(Reactome),SARS-CoV-2-host interactions
AKT1,involved_in(Reactome),Cellular response to chemical stress
AKT1,involved_in(Reactome),KEAP1-NFE2L2 pathway
AKT1,involved_in(Reactome),SARS-CoV-2 targets host intracellular signalling and regulatory pathways
